	Zadanie/etap	Nazwa kosztu	Wydatki ogółem	Wydatki kwalifikowalne	VAT	Dofinansowanie	Uzasadnienie kosztu	Metody szacowania																		
TRUE	4	Materiały badawcze	88 560,00 zł	72 000,00 zł	0	43 200,00 zł	Umożliwia realizację zadania 4. Na koszt materiałów badawczych składają się między innymi: 3 szt. klipsy druciany z zatyczką i przegrodą, 2 szt. elektrody pomocnicza z drutu metalowego, 2 szt. elektrody tytanowe powlekana z plytką z uchwytem, 2 szt elektrody prętowe grafitowa, 2 szt. elektrody metalowa, 1 szt. szkliste podłoża węglowe, 1 szt. kolektory prądu - folia ze stali, 1 szt. kolektory prądu - siatka ze stali, 3 szt. siatkowe elektrody węglowe, 3 szt. siatki przeciw elektrodowe i inne	Zaplanowano zakup materiałów badawczych służącym wyłącznie celom badawczym w ramach projektu. Koszty oszacowano w oparciu o oferty firm – posiadających materiały elektrochemiczne: Redoxme AB - łączny koszt 68 500,00 zł netto MSE Supplies - łączny koszt 75 500 zł netto. Przyjęto średni koszt na poziomie 72 000 zł netto. Jako koszt kw. podano sumę wszystkich materiałów, wycenioną przez firmy w oparciu o ilości zakupywanych materiałów. Metodologia wyliczenia: 1 kmp. x 72000 zł netto = 72000zł																		
TRUE	4	Elektrody	1 242 300,00 zł	1 010 000,00 zł	0	606 000,00 zł	Umożliwia realizacje zadania 4. Na koszt materiałów do wykonania elektrod składają cię: filc węglowy 2000m2 (400 PLN/m2); blacha cynkowa 0,5mm 2000m2 (150 PLN/m2); siatka ocynkowana 2000 m2 (40 PLN/m2)	Wartość materiału została oszacowana na podstawie ofert od dwóch firm: Fuel Cell Store - łączny koszt w kwocie 930 000 zł netto SGL CARBON - łączny koszt w kwocie 1 090 000 zł netto. Przyjęto średni koszt na poziomie 1 010 000 złotych netto.																		
TRUE	4	Konstrukcja	300 120,00 zł	244 000,00 zł	0	146 400,00 zł	Umożliwia realizację zadania 4. Na kosz materiałów konstrukcyjnych składa się: kontenery; konstrukcja wsporcza (ramy i obudowy); pozostałe elementy mechaniczne.	Wartość materiału została oszacowana na podstawie ofert od dwóch firm: El-Młyn - łączny koszt w kwocie 226 000 zł netto Greenrobotics Sp. z o.o. - łączny koszt w kwocie 262 000 zł netto. Przyjęto średni koszt na poziomie 244 000 złotych netto.																		
TRUE	4	Instalacja Przepływowa	164 328,00 zł	133 600,00 zł	0	80 160,00 zł	Umożliwia realizację zadania 4. Na koszt instalacji przepływowej elektrolitu składa się: zbiorniki elektrolitu 1000l 24szt; pompy obiegowe 2 szt; pozostałe elementy instalacji (przewody, zawory, kołnierze itp)	Wartość materiału została oszacowana na podstawie ofert od dwóch firm: Denios - łączny koszt w kwocie 136 000 zł netto Sanilog Schneider - łączny koszt w kwocie 131 200 zł netto. Przyjęto średni koszt na poziomie 133 600 złotych netto.																		
TRUE	4	Instalacja elektryczna i sterowanie	295 200,00 zł	240 000,00 zł	0	144 000,00 zł	Umożliwia realizację zadania 4. Na koszt instalacji elektrycznych i sterowania składa się: przetworniki energii; kontrolery zarządzania przepływem elektrolitu i kontroli ładowania i rozładowywania; układ monitorujący stan baterii (BMS); Wyświetlacz i panel sterowania; bezpieczniki i układ awaryjnego odłączania; przewody oraz elementy złaczne itp	Wartość materiału została oszacowana na podstawie ofert od dwóch firm: Greenrobotics Sp. z o.o. - łączny koszt w kwocie 225 000 zł netto Symatic Sp. z o. o.- łączny koszt w kwocie 255 000 zł netto. Przyjęto średni koszt na poziomie 240 000 złotych netto.																		
TRUE	4	Stanowisko pomiarowe do baterii	270 600,00 zł	220 000,00 zł	0	132 000,00 zł	Umożliwia realizację etapu 4. Zaawansowane stanowisko pomiarowe umożliwia moni torowanie, pomiar parametrów oraz digitalizację wyników takich jak napięcie, prąd, natężenie przepływu elektrolitów, pH elektrolitów, temperatura i pojemność, co jest niezbędne do analizy wydajności i zachowania baterii przepływowej. Na stanowisku będą możliwe długotrwałe oraz powtarzalne testy baterii z założonym scenariuszem badań.	Zaplanowano wynajem zaawansowanego stanowiska pomiarowego służącemu wyłącznie celom badawczym w ramach projektu. Koszty oszacowano w oparciu o oferty firm – posiadających w ofercie urządzenia pomiarowe. Jako koszt kw. podano łączną kwotę za wszystkie planowane do wynajmu stanowiska., Wartość została oszacowana na podstawie ofert od dwóch firm: Symatic Sp. z o. o. - łączny koszt 240 000 zł netto Greenrobotics Sp. z o.o. - łączny koszt 200 000 zł netto. Przyjęto średni koszt 220 000 zł netto.																		
TRUE	4	Wynajem laboratorium	147 600,00 zł	120 000,00 zł	0	72 000,00 zł	Wnioskodawca nie dysponuje powierzchnią laboratoryjną umożliwiającą wykonanie badań. W ramach przedmiotowego kosztu wynajęta zostanie powierzchnia przystosowana do przeprowadzania badań ze względu na wymagane certyfikaty, bez aparatury badawczej. Powierzchnia zostanie wykorzystana do badań przemysłowych	Kwotę kosztu kwalifikowalnego ustalono na podstawie ofert cenowych w trzech nieruchomościach dysponujących niewyposażoną powierzchnią spełniającą wymagania Wnioskodawcy. Koszt oszacowana na podstawie wycen od takich podmiotów jak: Metodologia wyliczenia kosztu: Wartość najmu została oszacowana na podstawie ofert na portalu OTODOM i OLX.PL. Przyjęto średni koszt na poziomie 120 000 złotych netto.																		
						8 792 200,00 zł																				
																										
		Pośrednie																								
		Zadanie 1		1 059 130,00 zł		847 304,00 zł																				
		Zadanie 2		648 160,00 zł		518 528,00 zł																				
		Zadanie 3		256 320,00 zł		205 056,00 zł																				
		Zadanie 4		1 045 270,00 zł		627 162,00 zł																				
				15 044 400,00 zł		2 198 050,00 zł																				
																										
																										
				4 054 150,00 zł																						
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
